1,19,49
2,19,96
3,21,148
4,31,215
5,37,238
6,40,263
7,46,284
8,52,296
9,59,317
10,59,344
11,66,362
12,73,423
13,86,517
14,89,542
15,92,598
16,93,641
17,93,665
18,96,678
19,101,693
20,102,720
21,109,763
22,112,782
23,114,788
24,119,822
25,123,869
26,136,920
27,142,939
28,146,984
29,154,1027
30,157,1095
31,165,1184
32,168,1201
33,172,1208
34,186,1308
35,189,1324
36,190,1337
37,191,1340
38,197,1387
39,212,1479
40,217,1497
41,221,1511
42,229,1550
43,231,1575
44,234,1596
45,235,1617
46,236,1624
47,242,1665
48,248,1729
49,249,1740
50,249,1750
51,250,1761
52,255,1775
53,255,1787
54,255,1798
55,257,1821
56,264,1871
57,271,1908
58,281,1954
59,281,2004
60,287,2063
61,295,2166
62,299,2170
63,316,2270
64,319,2290
65,323,2307
66,326,2357
67,329,2408
68,332,2447
69,334,2495
70,342,2518
71,346,2539
72,348,2548
73,356,2592
74,360,2610
75,361,2623
76,362,2634
77,362,2637
78,363,2640
79,364,2648
80,369,2671
81,373,2693
82,377,2715
83,379,2747
84,381,2786
85,381,2786
86,383,2824
87,386,2835
88,391,2865
89,395,3027
90,397,3063
91,400,3076
92,405,3099
93,405,3110
94,405,3114
95,409,3129
96,413,3162
97,418,3190
98,422,3229
99,424,3258
100,424,3258
101,427,3278
102,430,3314
103,431,3322
104,451,3452
105,455,3532
106,458,3561
107,460,3575
108,462,3580
109,462,3597
110,466,3647
111,466,3697
112,467,3736
113,474,3770
114,478,3817
115,481,3831
116,483,3906
117,487,3931
118,489,3940
119,494,4005
120,496,4085
121,502,4142
122,506,4184
123,516,4292
124,526,4386
125,528,4415
126,532,4438
127,533,4456
128,534,4466
129,535,4483
130,536,4491
131,537,4495
132,543,4576
133,547,4604
134,549,4651
135,550,4660
136,553,4669
137,557,4739
138,558,4757
139,562,4761
140,564,4763
141,565,4772
142,566,4777
143,566,4782
144,569,4874
145,571,4906
146,574,4942
147,575,4971
148,575,5003
149,577,5053
150,578,5070
151,583,5123
152,587,5127
153,587,5132
154,592,5165
155,593,5202
156,595,5244
157,596,5253
158,597,5273
159,600,5299
160,602,5326
161,606,5353
162,614,5404
163,620,5546
164,622,5595
165,625,5600
166,627,5612
167,635,5622
168,639,5673
169,641,5697
170,645,5722
171,648,5741
172,650,5759
173,655,5783
174,658,5805
175,661,5835
176,664,5866
177,667,5894
178,670,5902
179,670,5967
180,673,5978
181,679,6028
182,689,6052
183,694,6100
184,694,6168
185,698,6217
186,700,6223
187,703,6268
188,708,6295
189,710,6321
190,712,6337
191,712,6366
192,714,6376
193,722,6391
194,722,6407
195,723,6423
196,725,6445
197,725,6448
198,731,6485
199,734,6490
200,738,6523
201,744,6565
202,745,6611
203,755,6737
204,757,6796
205,757,6860
206,764,6884
207,765,6887
208,767,6893
209,767,6922
210,770,6942
211,775,7007
212,775,7070
213,779,7091
214,782,7129
215,784,7165
216,791,7224
217,792,7250
218,792,7276
219,792,7302
220,792,7328
221,792,7345
222,792,7362
223,795,7382
224,796,7399
225,800,7427
226,800,7455
227,801,7475
228,802,7502
229,804,7527
230,816,7624
231,818,7675
232,819,7696
233,825,7757
234,830,7807
235,830,7812
236,836,7856
237,840,7892
238,842,7915
239,843,7952
240,843,7974
241,845,8031
242,849,8074
243,849,8119
244,851,8126
245,852,8152
246,853,8160
247,857,8215
248,870,8286
249,872,8298
250,874,8309
251,881,8355
252,889,8445
253,893,8473
254,896,8488
255,898,8521
256,906,8639
257,907,8674
258,910,8731
259,916,8764
260,918,8792
261,919,8875
262,923,9028
263,924,9039
264,930,9076
265,931,9086
266,937,9185
267,941,9322
268,946,9356
269,947,9392
270,947,9428
271,950,9465
272,951,9507
273,953,9542
274,955,9586
275,957,9607
276,958,9638
277,959,9651
278,961,9660
279,963,9687
280,963,9714
281,963,9721
282,964,9737
283,966,9748
284,968,9754
285,973,9800
286,976,9849
287,983,9902
288,985,9915
289,988,9930
290,997,10006
291,1000,10013
292,1000,10034
293,1000,10056
294,1000,10078
295,1000,10100
296,1000,10122
297,1000,10144
298,1000,10166
299,1000,10188
300,1000,10210
301,1001,10226
302,1004,10298
303,1011,10336
304,1016,10390
305,1022,10463
306,1023,10469
307,1029,10483
308,1032,10494
309,1032,10515
310,1033,10531
311,1036,10554
312,1036,10581
313,1040,10623
314,1040,10665
315,1041,10689
316,1042,10728
317,1042,10779
318,1047,10825
319,1049,10881
320,1052,10894
321,1054,10910
322,1055,10923
323,1057,10928
324,1058,10935
325,1059,10950
326,1060,10965
327,1061,10973
328,1062,11029
329,1063,11049
330,1063,11079
331,1066,11098
332,1069,11167
333,1069,11175
334,1071,11220
335,1073,11249
336,1078,11303
337,1078,11303
338,1079,11306
339,1082,11393
340,1084,11437
341,1084,11481
342,1085,11527
343,1085,11570
344,1085,11613
345,1086,11620
346,1087,11652
347,1089,11676
348,1094,11724
349,1096,11823
350,1099,11881
351,1099,11926
352,1102,11937
353,1103,11956
354,1106,12047
355,1110,12077
356,1110,12079
357,1114,12098
358,1116,12132
359,1122,12155
360,1122,12169
361,1122,12203
362,1124,12215
363,1124,12222
364,1126,12239
365,1126,12257
366,1130,12276
367,1132,12314
368,1138,12355
369,1139,12358
370,1143,12394
371,1148,12424
372,1151,12451
373,1152,12478
374,1160,12566
375,1160,12655
376,1161,12686
377,1166,12752
378,1166,12777
379,1167,12814
380,1168,12846
381,1170,12864
382,1171,12869
383,1174,12915
384,1176,12940
385,1178,12978
386,1181,13002
387,1182,13008
388,1185,13061
389,1185,13094
390,1187,13121
391,1189,13129
392,1190,13149
393,1193,13185
394,1195,13226
395,1201,13289
396,1202,13291
397,1203,13354
398,1206,13439
399,1207,13455
400,1214,13482
401,1216,13510
402,1216,13536
403,1219,13559
404,1220,13579
405,1220,13587
406,1228,13667
407,1232,13684
408,1234,13761
409,1240,13795
410,1241,13814
411,1242,13834
412,1242,13858
413,1243,13876
414,1244,13895
415,1250,13959
416,1254,13987
417,1262,14058
418,1262,14077
419,1264,14097
420,1264,14102
421,1270,14126
422,1271,14142
423,1272,14163
424,1276,14197
425,1276,14226
426,1276,14255
427,1281,14317
428,1281,14317
429,1283,14349
430,1284,14352
431,1285,14355
432,1286,14358
433,1286,14358
434,1287,14444
435,1288,14472
436,1304,14512
437,1308,14566
438,1313,14611
439,1315,14629
440,1319,14652
441,1325,14669
442,1327,14675
443,1330,14686
